material,nominal_size,nominal_od,nominal_id,nominal_thickness,epsilon,selector_label,selector_value
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,0.5,0.84,0.71,0.065,0.000005,0.065,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,0.75,1.05,0.92,0.065,0.000005,0.065,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,1.0,1.315,1.185,0.065,0.000005,0.065,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,1.25,1.66,1.53,0.065,0.000005,0.065,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,1.5,1.9,1.77,0.065,0.000005,0.065,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,2.0,2.375,2.245,0.065,0.000005,0.065,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,2.5,2.875,2.745,0.065,0.000005,0.065,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,3.0,3.5,3.334,0.083,0.000005,0.083,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,3.5,4,3.81,0.095,0.000005,0.095,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,4.0,4.5,4.286,0.107,0.000005,0.107,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,5.0,5.562,5.298,0.132,0.000005,0.132,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,6.0,6.625,6.309,0.158,0.000005,0.158,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,8.0,8.625,8.215,0.205,0.000005,0.205,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,10.0,10.75,10.238,0.256,0.000005,0.256,Wall Thickness
Copper pipe - threadless - seamless - deoxidized for brazed joint assembly per ASTM B302-2017,12.0,12.75,12.124,0.313,0.000005,0.313,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.25,0.375,0.315,0.03,0.000005,0.03,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.25,0.375,0.315,0.03,0.000005,0.03,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.25,0.375,0.305,0.035,0.000005,0.035,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.25,0.375,0.305,0.035,0.000005,0.035,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.375,0.5,0.45,0.025,0.000005,0.025,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.375,0.5,0.45,0.025,0.000005,0.025,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.375,0.5,0.43,0.035,0.000005,0.035,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.375,0.5,0.43,0.035,0.000005,0.035,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.375,0.5,0.402,0.049,0.000005,0.049,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.375,0.5,0.402,0.049,0.000005,0.049,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.5,0.625,0.569,0.028,0.000005,0.028,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.5,0.625,0.569,0.028,0.000005,0.028,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.5,0.625,0.545,0.04,0.000005,0.04,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.5,0.625,0.545,0.04,0.000005,0.04,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.5,0.625,0.527,0.049,0.000005,0.049,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.5,0.625,0.527,0.049,0.000005,0.049,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.625,0.75,0.666,0.042,0.000005,0.042,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.625,0.75,0.666,0.042,0.000005,0.042,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.625,0.75,0.652,0.049,0.000005,0.049,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.625,0.75,0.652,0.049,0.000005,0.049,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.75,0.875,0.811,0.032,0.000005,0.032,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.75,0.875,0.811,0.032,0.000005,0.032,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.75,0.875,0.785,0.045,0.000005,0.045,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.75,0.875,0.785,0.045,0.000005,0.045,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.75,0.875,0.745,0.065,0.000005,0.065,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,0.75,0.875,0.745,0.065,0.000005,0.065,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.0,1.125,1.055,0.035,0.000005,0.035,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.0,1.125,1.055,0.035,0.000005,0.035,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.0,1.125,1.025,0.05,0.000005,0.05,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.0,1.125,1.025,0.05,0.000005,0.05,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.0,1.125,0.995,0.065,0.000005,0.065,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.0,1.125,0.995,0.065,0.000005,0.065,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.25,1.375,1.291,0.042,0.000005,0.042,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.25,1.375,1.291,0.042,0.000005,0.042,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.25,1.375,1.275,0.05,0.000005,0.05,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.25,1.375,1.265,0.055,0.000005,0.055,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.25,1.375,1.245,0.065,0.000005,0.065,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.25,1.375,1.245,0.065,0.000005,0.065,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.5,1.625,1.527,0.049,0.000005,0.049,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.5,1.625,1.527,0.049,0.000005,0.049,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.5,1.625,1.505,0.06,0.000005,0.06,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.5,1.625,1.505,0.06,0.000005,0.06,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.5,1.625,1.481,0.072,0.000005,0.072,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,1.5,1.625,1.481,0.072,0.000005,0.072,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.0,2.125,2.009,0.058,0.000005,0.058,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.0,2.125,2.009,0.058,0.000005,0.058,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.0,2.125,1.985,0.07,0.000005,0.07,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.0,2.125,1.985,0.07,0.000005,0.07,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.0,2.125,1.959,0.083,0.000005,0.083,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.0,2.125,1.959,0.083,0.000005,0.083,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.5,2.625,2.495,0.065,0.000005,0.065,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.5,2.625,2.495,0.065,0.000005,0.065,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.5,2.625,2.465,0.08,0.000005,0.08,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.5,2.625,2.465,0.08,0.000005,0.08,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.5,2.625,2.435,0.095,0.000005,0.095,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,2.5,2.625,2.435,0.095,0.000005,0.095,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.0,3.125,2.981,0.072,0.000005,0.072,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.0,3.125,2.981,0.072,0.000005,0.072,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.0,3.125,2.945,0.09,0.000005,0.09,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.0,3.125,2.945,0.09,0.000005,0.09,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.0,3.125,2.907,0.109,0.000005,0.109,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.0,3.125,2.907,0.109,0.000005,0.109,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.5,6.625,6.459,0.083,0.000005,0.083,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.5,6.625,6.459,0.083,0.000005,0.083,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.5,6.625,6.425,0.1,0.000005,0.1,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.5,6.625,6.425,0.1,0.000005,0.1,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.5,6.625,6.385,0.12,0.000005,0.12,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,3.5,6.625,6.385,0.12,0.000005,0.12,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,4.0,4.125,3.935,0.095,0.000005,0.095,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,4.0,4.125,3.935,0.095,0.000005,0.095,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,4.0,4.125,3.905,0.11,0.000005,0.11,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,4.0,4.125,3.905,0.11,0.000005,0.11,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,4.0,4.125,3.857,0.134,0.000005,0.134,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,4.0,4.125,3.857,0.134,0.000005,0.134,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,5.0,5.125,4.907,0.109,0.000005,0.109,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,5.0,5.125,4.907,0.109,0.000005,0.109,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,5.0,5.125,4.875,0.125,0.000005,0.125,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,5.0,5.125,4.875,0.125,0.000005,0.125,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,5.0,5.125,4.805,0.16,0.000005,0.16,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,5.0,5.125,4.805,0.16,0.000005,0.16,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,6.0,6.125,5.881,0.122,0.000005,0.122,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,6.0,6.125,5.881,0.122,0.000005,0.122,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,6.0,6.125,5.845,0.14,0.000005,0.14,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,6.0,6.125,5.845,0.14,0.000005,0.14,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,6.0,6.125,5.741,0.192,0.000005,0.192,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,6.0,6.125,5.741,0.192,0.000005,0.192,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,8.0,8.125,7.785,0.17,0.000005,0.17,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,8.0,8.125,7.785,0.17,0.000005,0.17,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,8.0,8.125,7.725,0.2,0.000005,0.2,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,8.0,8.125,7.725,0.2,0.000005,0.2,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,8.0,8.125,7.583,0.271,0.000005,0.271,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,8.0,8.125,7.583,0.271,0.000005,0.271,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,10.0,10.125,9.701,0.212,0.000005,0.212,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,10.0,10.125,9.701,0.212,0.000005,0.212,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,10.0,10.125,9.625,0.25,0.000005,0.25,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,10.0,10.125,9.625,0.25,0.000005,0.25,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,10.0,10.125,9.449,0.338,0.000005,0.338,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,10.0,10.125,9.449,0.338,0.000005,0.338,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,12.0,12.125,11.617,0.254,0.000005,0.254,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,12.0,12.125,11.617,0.254,0.000005,0.254,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,12.0,12.125,11.565,0.28,0.000005,0.28,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,12.0,12.125,11.565,0.28,0.000005,0.28,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,12.0,12.125,11.315,0.405,0.000005,0.405,Wall Thickness
Copper water tube - seamless - plumbing and fluid conveyance tubing per ASTM B88-22,12.0,12.125,11.315,0.405,0.000005,0.405,Wall Thickness
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.125,0.405,0.289,0.058,0.000005,0.058 / Special 1,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.125,0.405,0.281,0.062,0.000005,0.062 / Regular,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.125,0.405,0.205,0.1,0.000005,0.1 / Extra Strong,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.25,0.54,0.41,0.065,0.000005,0.065 / Special 1,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.25,0.54,0.396,0.072,0.000005,0.072 / Special 2,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.25,0.54,0.376,0.082,0.000005,0.082 / Regular,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.25,0.54,0.294,0.123,0.000005,0.123 / Extra Strong,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.375,0.675,0.545,0.065,0.000005,0.065 / Special 1,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.375,0.675,0.531,0.072,0.000005,0.072 / Special 2,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.375,0.675,0.495,0.09,0.000005,0.09 / Regular,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.375,0.675,0.485,0.095,0.000005,0.095 / Special 3,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.375,0.675,0.421,0.127,0.000005,0.127 / Extra Strong,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.375,0.675,0.379,0.148,0.000005,0.148 / Special 4,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.5,0.84,0.71,0.065,0.000005,0.065 / Special 1,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.5,0.84,0.696,0.072,0.000005,0.072 / Special 2,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.5,0.84,0.626,0.107,0.000005,0.107 / Regular,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.5,0.84,0.6,0.12,0.000005,0.12 / Special 3,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.5,0.84,0.542,0.149,0.000005,0.149 / Extra Strong,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.5,0.84,0.434,0.203,0.000005,0.203 / Special 4,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.75,1.05,0.92,0.065,0.000005,0.065 / Special 1,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.75,1.05,0.884,0.083,0.000005,0.083 / Special 2,Wall Thickness / Pressure Class
Copper-Nickel pipe and tube - seamless per ASTM B466-18,0.75,1.05,0.822,0.114,0.000005,0.114 / Regular,Wall Thickness / Pressure Class
